"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Foxf2",1.46328856411185e-112,1.39909075277718,0.833,0.003,3.33044477191857e-108,"Brain_Non.Myeloid__endothelial.cell","Foxf2"
"Lef1",2.59736566699766e-97,1.02614752737999,0.783,0.01,5.91160425808666e-93,"Brain_Non.Myeloid__endothelial.cell","Lef1"
"Zic2",4.86785101195346e-90,0.322548050198001,0.65,0,1.10792289032061e-85,"Brain_Non.Myeloid__endothelial.cell","Zic2"
"Foxq1",5.89374011131503e-85,1.40296791911857,0.767,0.02,1.3414152493353e-80,"Brain_Non.Myeloid__endothelial.cell","Foxq1"
"Zic3",1.78005725992281e-59,0.516628585910397,0.45,0.002,4.05141032358431e-55,"Brain_Non.Myeloid__endothelial.cell","Zic3"
"Tbx1",1.30628891718181e-35,0.602580984588206,0.4,0.019,2.97311357550581e-31,"Brain_Non.Myeloid__endothelial.cell","Tbx1"
"Tsc22d1",2.22724980158542e-25,1.29807146449369,1,0.775,5.06922054840842e-21,"Brain_Non.Myeloid__endothelial.cell","Tsc22d1"
"Tcf7",1.59858454234775e-18,0.383943446259768,0.4,0.065,3.63837841838349e-14,"Brain_Non.Myeloid__endothelial.cell","Tcf7"
"Foxc1",1.09658795112466e-13,0.270927852482863,0.7,0.235,2.49583417675972e-09,"Brain_Non.Myeloid__endothelial.cell","Foxc1"
"Tsc22d3",1.46228999933537e-12,0.98607723707826,0.9,0.593,3.32817203848731e-08,"Brain_Non.Myeloid__endothelial.cell","Tsc22d3"
"Sox17",1.973146166533e-10,0.529478763273187,0.85,0.436,4.49088067502912e-06,"Brain_Non.Myeloid__endothelial.cell","Sox17"
"Tshz1",2.67663628790779e-08,0.355269171163659,0.45,0.158,0.000609202419127813,"Brain_Non.Myeloid__endothelial.cell","Tshz1"
"Epas1",3.138808004939e-08,0.471229018302374,1,0.891,0.000714392701924116,"Brain_Non.Myeloid__endothelial.cell","Epas1"
"Lmo2",5.01674016775385e-08,0.732464896185908,0.75,0.472,0.00114181006218078,"Brain_Non.Myeloid__endothelial.cell","Lmo2"
"Max",9.4079138665344e-08,0.282371372182345,0.617,0.269,0.00214124119602323,"Brain_Non.Myeloid__endothelial.cell","Max"
"Hmgb2",2.3136518546961e-07,0.298707375155174,0.617,0.305,0.00526587162128832,"Brain_Non.Myeloid__endothelial.cell","Hmgb2"
"Hes1",4.43506829615977e-07,0.508189428364991,0.85,0.615,0.0100942154420596,"Brain_Non.Myeloid__endothelial.cell","Hes1"
"Mkl2",1.49427051525775e-06,0.342109332467323,0.867,0.514,0.0340095969272664,"Brain_Non.Myeloid__endothelial.cell","Mkl2"
"Ssbp4",3.04153096997075e-06,0.282663420711164,0.617,0.317,0.0692252448765342,"Brain_Non.Myeloid__endothelial.cell","Ssbp4"
"Gtf2i",5.82265940262287e-06,0.305500845168971,0.683,0.385,0.132523728003696,"Brain_Non.Myeloid__endothelial.cell","Gtf2i"
"Foxp1",1.62363898495032e-05,0.411499272289948,0.85,0.658,0.369540232974693,"Brain_Non.Myeloid__endothelial.cell","Foxp1"
"Zhx1",3.22045819047314e-05,0.284299219733615,0.5,0.257,0.732976284151686,"Brain_Non.Myeloid__endothelial.cell","Zhx1"
"Taf10",9.59579144326626e-05,0.309861962366404,0.6,0.373,1,"Brain_Non.Myeloid__endothelial.cell","Taf10"
"Nacc2",0.000686199215050164,0.321980468913384,0.217,0.087,1,"Brain_Non.Myeloid__endothelial.cell","Nacc2"
"Id1",0.000854585471297028,0.313992840948504,0.9,0.656,1,"Brain_Non.Myeloid__endothelial.cell","Id1"
"Tfeb",0.00109344373955979,0.300318970335431,0.283,0.135,1,"Brain_Non.Myeloid__endothelial.cell","Tfeb"
"Preb",0.00120005282206635,0.25987137338556,0.483,0.274,1,"Brain_Non.Myeloid__endothelial.cell","Preb"
"Ctnnb1",0.00322831843645255,0.326260166644829,0.933,0.767,1,"Brain_Non.Myeloid__endothelial.cell","Ctnnb1"
"Taf12",0.0152721953881549,0.263754266468088,0.283,0.162,1,"Brain_Non.Myeloid__endothelial.cell","Taf12"
"Meox2",2.23408688027091e-13,0.944300146941016,0.533,0.158,5.08478173949659e-09,"Fat__endothelial.cell","Meox2"
"Tcf15",4.16816742817167e-11,0.765253933468852,0.733,0.37,9.48674906651872e-07,"Fat__endothelial.cell","Tcf15"
"Pparg",1.53776889981873e-07,0.942110930156689,0.417,0.162,0.00349996201598742,"Fat__endothelial.cell","Pparg"
"Hes11",0.00591926285762937,0.316496976432659,0.75,0.625,1,"Fat__endothelial.cell","Hes1"
"Wt1",2.02070882005081e-24,0.38138397552691,0.267,0.012,4.59913327443564e-20,"Heart__endothelial.cell","Wt1"
"Meox21",2.72870625398057e-11,0.957643913983928,0.5,0.162,6.21053543405979e-07,"Heart__endothelial.cell","Meox2"
"Tcf151",3.85850419572214e-11,1.04817384761295,0.733,0.37,8.78195554946358e-07,"Heart__endothelial.cell","Tcf15"
"Sox18",6.01677049902734e-05,0.571091103112413,0.8,0.658,1,"Heart__endothelial.cell","Sox18"
"Fli1",0.00021410091907571,0.5427017886796,0.783,0.671,1,"Heart__endothelial.cell","Fli1"
"Runx1t1",0.00614361355971801,0.506479203754484,0.283,0.16,1,"Heart__endothelial.cell","Runx1t1"
"Pparg1",0.00844145126022492,0.657528306850633,0.3,0.174,1,"Heart__endothelial.cell","Pparg"
"Ebf3",0.0108478934427209,0.356153933168756,0.267,0.15,1,"Heart__endothelial.cell","Ebf3"
"Lrrfip1",0.370575666151721,0.251458486252745,0.333,0.448,1,"Heart__endothelial.cell","Lrrfip1"
"Ncor1",0.657764900389974,0.269587252405748,0.533,0.651,1,"Heart__endothelial.cell","Ncor1"
"Plagl1",6.71449785918842e-72,1.45345087998641,0.75,0.034,1.52821971275129e-67,"Heart__endocardial.cell","Plagl1"
"Sall1",2.56932585159952e-44,0.71403383633999,0.433,0.014,5.8477856382405e-40,"Heart__endocardial.cell","Sall1"
"Foxc2",1.03174715451957e-35,0.578447736348517,0.533,0.048,2.34825652368653e-31,"Heart__endocardial.cell","Foxc2"
"Gata6",3.74399518351458e-33,0.851870158563867,0.6,0.075,8.52133303767919e-29,"Heart__endocardial.cell","Gata6"
"Foxc11",5.37005584949427e-24,0.964344358930252,0.783,0.227,1.2222247113449e-19,"Heart__endocardial.cell","Foxc1"
"Bmpr1a",4.9210471544054e-22,0.3901428120091,0.417,0.051,1.12003033234267e-17,"Heart__endocardial.cell","Bmpr1a"
"Nr2f2",9.56374988406532e-22,0.876836231256494,0.933,0.322,2.17670947361327e-17,"Heart__endocardial.cell","Nr2f2"
"Nfia",3.50384226530278e-20,0.991583713606634,0.983,0.722,7.97474499582913e-16,"Heart__endocardial.cell","Nfia"
"Thrb",2.28031527484092e-19,0.349121626222253,0.233,0.014,5.18999756553794e-15,"Heart__endocardial.cell","Thrb"
"Irf6",3.69633962932291e-17,0.467620109473075,0.267,0.026,8.41286899633893e-13,"Heart__endocardial.cell","Irf6"
"Ndn",4.11304780321865e-15,0.765925874189127,0.367,0.065,9.36129680012566e-11,"Heart__endocardial.cell","Ndn"
"Gata4",4.48000153212359e-12,0.327272032530123,0.383,0.085,1.01964834871133e-07,"Heart__endocardial.cell","Gata4"
"Smad6",9.39616502408795e-11,0.578373962372645,0.7,0.307,2.13856715948242e-06,"Heart__endocardial.cell","Smad6"
"Gata2",7.7658461016931e-09,0.479597169213021,0.833,0.475,0.000176750657274535,"Heart__endocardial.cell","Gata2"
"Zfp809",8.91444937649276e-09,0.403806620791015,0.367,0.106,0.000202892867808975,"Heart__endocardial.cell","Zfp809"
"Gata3",1.8572557773472e-08,0.479923628563698,0.3,0.078,0.000422711414924222,"Heart__endocardial.cell","Gata3"
"Tsc22d31",2.19757906221586e-08,0.945519177731166,0.85,0.598,0.000500168994560329,"Heart__endocardial.cell","Tsc22d3"
"Lyl1",2.68641188317045e-08,0.340472966352043,0.317,0.089,0.000611427344609594,"Heart__endocardial.cell","Lyl1"
"Hey1",1.2032752188171e-07,0.423244051406543,0.467,0.174,0.00273865439802772,"Heart__endocardial.cell","Hey1"
"Nfib",1.28487379641223e-07,0.453475467495342,0.983,0.787,0.00292437276063423,"Heart__endocardial.cell","Nfib"
"Klf15",1.68237282647017e-07,0.561757790279319,0.183,0.034,0.0038290805530461,"Heart__endocardial.cell","Klf15"
"Nr1h3",2.62093613202733e-07,0.416939179787739,0.233,0.055,0.0059652506364942,"Heart__endocardial.cell","Nr1h3"
"Cbfa2t3",3.69520542082411e-07,0.56450285820113,0.85,0.572,0.00841028753779568,"Heart__endocardial.cell","Cbfa2t3"
"Foxp11",3.87749039462976e-07,0.534662652926275,0.95,0.647,0.00882516813817732,"Heart__endocardial.cell","Foxp1"
"Tfdp2",5.15380154549233e-07,0.253082022261247,0.4,0.153,0.0117300523175405,"Heart__endocardial.cell","Tfdp2"
"Cited2",0.00021171302734261,0.50290600683896,0.45,0.267,1,"Heart__endocardial.cell","Cited2"
"Pttg1",0.00341005807357339,0.276975578819424,0.583,0.422,1,"Heart__endocardial.cell","Pttg1"
"Rara",0.00421127916618652,0.267996873808719,0.35,0.208,1,"Heart__endocardial.cell","Rara"
"Zfp322a",0.00527344910023211,0.816461968218702,0.183,0.08,1,"Heart__endocardial.cell","Zfp322a"
"Zbtb38",0.00653329444598103,0.287043825775684,0.267,0.141,1,"Heart__endocardial.cell","Zbtb38"
"Nfix",0.00721485829078455,0.338076942667246,0.3,0.172,1,"Heart__endocardial.cell","Nfix"
"Med1",0.0134840366892326,0.518923319813339,0.55,0.433,1,"Heart__endocardial.cell","Med1"
"Tcerg1",0.0161117048763135,0.291289710597273,0.317,0.198,1,"Heart__endocardial.cell","Tcerg1"
"Pbx1",1.28171937755629e-22,1.46567160985665,0.75,0.239,2.91719330331811e-18,"Kidney__endothelial.cell","Pbx1"
"Meis2",1.10877642663693e-11,0.894169231349506,0.55,0.204,2.52357514702565e-07,"Kidney__endothelial.cell","Meis2"
"Rarb",6.33397372093919e-08,0.478112298400417,0.233,0.051,0.00144161241888576,"Kidney__endothelial.cell","Rarb"
"Mndal",6.70978689076526e-06,0.530647249666969,0.667,0.421,0.152714749633817,"Kidney__endothelial.cell","Mndal"
"Hoxb5",4.15689646288116e-05,0.297136313778219,0.267,0.099,0.946109634951752,"Kidney__endothelial.cell","Hoxb5"
"Meox1",4.92484303142325e-05,0.612790262446651,0.417,0.201,1,"Kidney__endothelial.cell","Meox1"
"Ncoa3",7.35919849178266e-05,0.685399534020939,0.867,0.734,1,"Kidney__endothelial.cell","Ncoa3"
"Plscr1",0.000461620870688724,0.415313052988727,0.567,0.349,1,"Kidney__endothelial.cell","Plscr1"
"Sox4",0.00087425127157827,0.315205994030796,0.417,0.228,1,"Kidney__endothelial.cell","Sox4"
"Ifi203",0.00304019750563903,0.541979551808439,0.517,0.39,1,"Kidney__endothelial.cell","Ifi203"
"Irf7",0.00504622552937893,0.561883614111521,0.433,0.281,1,"Kidney__endothelial.cell","Irf7"
"Stat2",0.0104163754153454,0.385296709013704,0.433,0.31,1,"Kidney__endothelial.cell","Stat2"
"Maf",3.12008216934812e-80,1.9934045723944,0.983,0.087,7.10130701743631e-76,"Liver__endothelial.cell.of.hepatic.sinusoid","Maf"
"Gata41",5.12428878249889e-64,1.02406179755182,0.767,0.046,1.16628812689675e-59,"Liver__endothelial.cell.of.hepatic.sinusoid","Gata4"
"Ifi204",3.77761123763272e-33,0.81340007211827,0.667,0.097,8.59784317685206e-29,"Liver__endothelial.cell.of.hepatic.sinusoid","Ifi204"
"Tfec",3.68952626788296e-32,0.666723724300002,0.25,0.002,8.39736178570162e-28,"Liver__endothelial.cell.of.hepatic.sinusoid","Tfec"
"Tbx2",1.09272868188279e-27,0.502361376897222,0.45,0.044,2.48705047996523e-23,"Liver__endothelial.cell.of.hepatic.sinusoid","Tbx2"
"Nr2f21",5.07152458155851e-22,0.539812603322504,0.95,0.32,1.15427899476272e-17,"Liver__endothelial.cell.of.hepatic.sinusoid","Nr2f2"
"Zeb2",1.39876913674538e-19,0.537321173332948,0.483,0.087,3.18359855523249e-15,"Liver__endothelial.cell.of.hepatic.sinusoid","Zeb2"
"Zfp715",1.68299495937837e-19,0.405733685955049,0.533,0.102,3.83049652754517e-15,"Liver__endothelial.cell.of.hepatic.sinusoid","Zfp715"
"Meis21",4.30030675876283e-15,0.522836318196197,0.65,0.194,9.7874981829442e-11,"Liver__endothelial.cell.of.hepatic.sinusoid","Meis2"
"Mlxip",5.78843464819576e-15,0.617473739973123,0.783,0.29,1.31744772592936e-10,"Liver__endothelial.cell.of.hepatic.sinusoid","Mlxip"
"Rreb1",9.92152688768423e-11,0.5049315525225,0.467,0.153,2.25813951963693e-06,"Liver__endothelial.cell.of.hepatic.sinusoid","Rreb1"
"Aff1",5.32366552705583e-10,0.325954938744601,0.583,0.223,1.21166627395791e-05,"Liver__endothelial.cell.of.hepatic.sinusoid","Aff1"
"Ifi2031",4.54350224604945e-09,0.305844897830799,0.767,0.365,0.000103410111120085,"Liver__endothelial.cell.of.hepatic.sinusoid","Ifi203"
"Mndal1",5.10669785818298e-09,0.334819947523861,0.783,0.409,0.000116228443252245,"Liver__endothelial.cell.of.hepatic.sinusoid","Mndal"
"Rere",1.65979944344261e-08,0.610991057797142,0.55,0.25,0.000377770353327538,"Liver__endothelial.cell.of.hepatic.sinusoid","Rere"
"Etv1",2.29213237889993e-08,0.333319552087546,0.217,0.043,0.000521689329437624,"Liver__endothelial.cell.of.hepatic.sinusoid","Etv1"
"Zbed6",5.94513337659483e-07,0.391328991680514,0.367,0.133,0.0135311235651298,"Liver__endothelial.cell.of.hepatic.sinusoid","Zbed6"
"Elf1",1.74389359909859e-06,0.434746063958698,0.85,0.606,0.0396910183154839,"Liver__endothelial.cell.of.hepatic.sinusoid","Elf1"
"Hdac1",3.36077343264305e-06,0.769863646449978,0.7,0.438,0.0764912033269559,"Liver__endothelial.cell.of.hepatic.sinusoid","Hdac1"
"Stag1",1.72356025132767e-05,0.297387179213619,0.483,0.249,0.392282313202178,"Liver__endothelial.cell.of.hepatic.sinusoid","Stag1"
"Ttf1",2.42034344166363e-05,0.257827012759944,0.267,0.09,0.550870167322643,"Liver__endothelial.cell.of.hepatic.sinusoid","Ttf1"
"Klhl6",3.26389252903518e-05,0.501220495328788,0.4,0.182,0.742861939608406,"Liver__endothelial.cell.of.hepatic.sinusoid","Klhl6"
"Elk3",6.92941101425472e-05,0.429381887287798,0.833,0.704,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Elk3"
"Ep300",0.000141199389412378,0.468282865304821,0.483,0.262,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Ep300"
"Tle4",0.000526253794396658,0.373114269872475,0.4,0.213,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Tle4"
"Etv5",0.000777613749378293,0.264156064138745,0.217,0.085,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Etv5"
"Nfkb1",0.0020650892507397,0.352671357781875,0.433,0.25,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Nfkb1"
"Cc2d1b",0.00229746489194454,0.37735391582406,0.183,0.077,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Cc2d1b"
"Atf2",0.0110084980832636,0.253934145564954,0.333,0.199,1,"Liver__endothelial.cell.of.hepatic.sinusoid","Atf2"
